title,author,release_year,audience,genre,book_length,rating,number_of_ratings,read,
"Slave to Sensation (Psy-Changeling, #1)",Nalini Singh,2006,Adult, Paranormal Romance,334,4.09,70446,,
"Slightly Dangerous (Bedwyn Saga, #6)",Mary Balogh,2004,Adult, Historical Romance,384,4.21,19432,,
"Slightly Married (Bedwyn Saga, #1)",Mary Balogh,2003,Adult, Historical Romance,384,3.94,17284,,
"Slippery Creatures (The Will Darling Adventures, #1)",K.J. Charles,2020,Adult, LGBTQ+ Historical Romance,312,4.07,7845,,
"Smaragdgrün (Edelstein-Trilogie, #3)",Kerstin Gier,2010,Young Adult, Fantasy,560,4.19,88106,,
"Smooth Talking Stranger (Travises, #3)",Lisa Kleypas,2009,Adult, Historical Romance,371,4.14,39342,,
Someone Like You (Paperback),Sarah Dessen,1998,Young Adult, Contemporary Romance,410,3.92,101491,,
"Someone to Watch Over Me (Bow Street Runners, #1)",Jen DeLuca,1998,Adult, Romantic Suspense,307,3.77,21345,,
"Something About You (FBI/US Attorney, #1)",Julie James,2010,Adult, Romantic Comedy,368,3.94,60302,,
"Something Blue (Darcy & Rachel, #2)",Emily Giffin,2005,Adult, Romantic Comedy,384,3.94,213771,,
"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,2004,Adult, Historical Romance,448,3.87,548478,,
Something to Talk About (Paperback),Meryl Wilsner,2020,Young Adult, Fantasy,456,3.66,19263,,
Something Wilder (Hardcover),Christina Lauren,2022,Adult, Paranormal Romance,357,3.74,42112,TRUE,
"Something Wonderful (Sequels, #2)",Judith McNaught,1988,Adult, Historical Romance,389,4.31,28330,,
"Sorcery of Thorns (Sorcery of Thorns, #1)",Margaret  Rogerson,2019,Young Adult, Fantasy,425,4.08,96114,TRUE,
"Soulless (Parasol Protectorate, #1)",Gail Carriger,2009,Adult, Contemporary Romance,302,3.89,107608,,
Sparrow (Kindle Edition),L.J. Shen,2016,Young Adult, Fantasy,512,4.08,48585,,
"Spell of the Highlander (Highlander, #7)",Karen Marie Moning,2005,Young Adult, Contemporary Romance,387,4.27,26290,,
"Spin the Dawn (The Blood of Stars, #1)",Elizabeth Lim,2019,Young Adult, Contemporary Romance,368,4,44639,,
"Spirit Bound (Vampire Academy, #5)",Richelle Mead,2010,Adult, Contemporary Romance,448,4.33,281912,,
"Splendid (The Splendid Trilogy, #1)",Julia Quinn,1995,Adult, Contemporary Romance,321,3.88,21984,,
"Spoiler Alert (Spoiler Alert, #1)",Olivia Dade,2020,Adult, Contemporary Romance,376,3.71,33910,,
"Stalking Jack the Ripper (Stalking Jack the Ripper, #1)",Kerri Maniscalco,2016,Adult, Paranormal Romance,362,3.98,111531,,
"Starcrossed (Starcrossed, #1)",Josephine Angelini,2011,Adult, Contemporary Romance,330,4.05,71063,,
Stardust (Paperback),Neil Gaiman,1998,Adult, Contemporary Romance,377,4.09,411601,,
"Stargirl (Stargirl, #1)",Jerry Spinelli,2000,Adult, Romantic Comedy,422,3.77,317010,,
Starry Eyes (Hardcover),Jenn Bennett,2018,Adult, Historical Romance,345,4.01,26572,,
"Stay with Me (Wait for You, #3)",Jennifer L. Armentrout,2014,Adult, Contemporary Romance,431,4.16,32339,,
Stepbrother Dearest (Paperback),Penelope Ward,2014,Adult, Contemporary Romance,248,4.06,66152,,
"Still Me (Me Before You, #3)",Jojo Moyes,2018,Adult, Contemporary Romance,388,4.12,181067,,
"Strange the Dreamer (Strange the Dreamer, #1)",Laini Taylor,2017,Young Adult, Fantasy,536,4.28,107451,,
"Stuck with You (The STEMinist Novellas, #2)",Ali Hazelwood,2022,Adult, Contemporary Romance,400,3.71,48423,TRUE,
Stuck-Up Suit (ebook),Vi Keeland,2016,Adult, Contemporary Romance,327,4.1,65530,,
"Succubus Blues (Georgina Kincaid, #1)",Richelle Mead,2007,Adult, Paranormal Romance,356,3.94,55857,,
Suddenly You (Mass Market Paperback),Lisa Kleypas,2000,Adult, Historical Romance,384,3.94,26999,,
"Sugar Daddy (Travises, #1)",Lisa Kleypas,2007,Adult, Contemporary Romance,360,4.01,42517,,
"Sustained (The Legal Briefs, #2)",Emma Chase,2015,Adult, Contemporary Romance,304,4.28,29349,,
Swear on This Life (Paperback),Renee Carlino,2016,Adult, Contemporary Romance,306,4.16,36950,,
"Sweet Dreams (Colorado Mountain, #2)",Kristen Ashley,2011,Adult, Contemporary Romance,551,4.38,47278,,
"Sweet Evil (Sweet, #1)",Wendy Higgins,2012,Young Adult, Paranormal Romance,464,4.07,76883,,
"Sweet Filthy Boy (Wild Seasons, #1)",Christina Lauren,2014,Adult, Contemporary Romance,400,4.04,46055,,
Sweet Temptation (Kindle Edition),Cora Reilly,2020,Adult, Historical Romance,404,4.05,47534,,
Sylvester (Paperback),Georgette Heyer,1957,Adult, Contemporary Romance,384,4.13,15870,,
"Take a Hint, Dani Brown (The Brown Sisters, #2)",Talia Hibbert,2020,Adult, Contemporary Romance,246,4.06,75803,TRUE,
"Tangled (Tangled, #1)",Emma Chase,2013,Adult, Contemporary Romance,370,4.05,114988,,
"Tears of the Moon (Gallaghers of Ardmore, #2)",Nora Roberts,2000,Adult, Contemporary Romance,308,4.19,33160,,
Tell Me Three Things (Hardcover),Julie Buxbaum,2016,Adult, Historical Romance,373,4.05,70824,TRUE,
"Tempt Me at Twilight (The Hathaways, #3)",Lisa Kleypas,2009,Adult, Contemporary Romance,400,4.17,41823,,
"Tempting the Best Man (Gamble Brothers, #1)",J. Lynn,2012,Adult, Contemporary Romance,342,3.69,33510,,
"Ten Things I Love About You (Bevelstoke, #3)",Julia Quinn,2010,Adult, Contemporary Romance,320,3.99,24867,,
"Ten Tiny Breaths (Ten Tiny Breaths, #1)",K.A. Tucker,2012,Adult, Historical Romance,405,4.1,76134,,
"Ten Ways to Be Adored When Landing a Lord (Love By Numbers, #2)",Sarah MacLean,2010,Adult, Romance,688,3.88,24842,,
"Terms and Conditions  (Dreamland Billionaires, #2)",Lauren Asher,2022,Adult, Contemporary Romance,594,4.27,78931,,
Tess of the D’Urbervilles (Paperback),Thomas Hardy,1891,Adult, Fantasy,504,3.82,264435,,
"The 5th Wave (The 5th Wave, #1)",Rick Yancey,2013,Adult, Contemporary Romance,460,4.02,433565,TRUE,
"The ​Crown of Gilded Bones (Blood and Ash, #3)",Jennifer L. Armentrout,2021,Adult, Contemporary Romance,309,4.23,160403,,
The Age of Innocence (Paperback),Edith Wharton,1920,Adult, Contemporary Romance,320,3.96,158108,,
"The Air He Breathes (Elements, #1)",Brittainy C. Cherry,2015,Adult, Contemporary Romance,274,4.17,57678,,
"The American Roommate Experiment (Spanish Love Deception, #2)",Elena  Armas,2022,Adult, Contemporary Romance,418,4.01,23341,,
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,2014,Adult, Contemporary Romance,435,4.33,255753,,
The Baller (Kindle Edition),Vi Keeland,2016,Adult, Contemporary Romance,384,4.03,44153,,
"The Best Man (Blue Heron, #1)",Kristan Higgins,2013,Adult, Contemporary Romance,316,3.93,27147,,
The Best of Me (Hardcover),Nicholas Sparks,2010,Adult, Contemporary Romance,393,3.96,161814,,
The Best Thing (Kindle Edition),Mariana Zapata,2019,Adult, Romance,416,3.99,27936,,
"The Bird and the Sword (The Bird and the Sword Chronicles, #1)",Amy Harmon,2016,Adult, Contemporary Romance,320,4.2,36320,,
The Blue Castle (Mass Market Paperback),L.M. Montgomery,1926,Adult, Contemporary Romance,496,4.29,36734,,
The Bodyguard (Hardcover),Katherine Center,2022,Adult, Contemporary Romance,373,4.13,46261,TRUE,
"The Book of Life (All Souls, #3)",Deborah Harkness,2014,Adult, Contemporary Romance,337,4.19,171986,,
The Bookish Life of Nina Hill (Kindle Edition),Abbi Waxman,2019,Adult, Contemporary Romance,446,3.82,87372,TRUE,
"The Bookshop on the Corner (Scottish Bookshop, #1)",Jenny Colgan,2016,Adult, Romance,292,3.84,73591,,
"The Boy Next Door (Boy, #1)",Meg Cabot,2002,Adult, Contemporary Romance,304,3.82,66285,,
"The Boy Who Sneaks in My Bedroom Window (The Boy Who Sneaks in My Bedroom Window, #1)",Kirsty Moseley,2011,Adult, Contemporary Romance,576,3.87,72746,,
"The Boyfriend Project (The Boyfriend Project, #1)",Farrah Rochon,2020,Adult, Contemporary Romance,315,3.58,14233,,
"The Bride (Lairds' Fiancées, #1)",Julie Garwood,1989,Adult, Contemporary Romance,608,4.23,62543,,
"The Bride Test (The Kiss Quotient, #2)",Helen Hoang,2019,Adult, Contemporary Romance,320,3.87,131144,,
"The Bridge Kingdom (The Bridge Kingdom, #1)",Danielle L. Jensen,2018,Adult, Fantasy Romance,352,4.09,74312,,
"The Bridgertons: Happily Ever After (Bridgertons, #1.5-8.5; 8.6)",Julia Quinn,2013,Adult, Romance,384,4.02,29594,,
The Bridges of Madison County (Mass Market Paperback),Robert James Waller,1992,Adult, Romance,192,3.66,89660,,
"The Bromance Book Club (Bromance Book Club, #1)",Lyssa Kay Adams,2019,Adult, Contemporary Romance,352,3.91,77742,,
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,2000,Adult, Historical Romance,637,4.3,78595,,
The Charm Offensive (Paperback),Alison Cochrun,2021,Adult, Romance,368,4.23,34726,TRUE,
"The Chase (Briar U, #1)",Elle Kennedy,2018,Adult, Contemporary Romance,377,3.91,109987,,
The Cheat Sheet (Kindle Edition),Sarah       Adams,2021,Adult, Contemporary Romance,306,3.76,88916,TRUE,
The Choice (Kindle Edition),Nicholas Sparks,2007,Adult, Contemporary Romance,292,4,166400,,
"The Coincidence of Callie & Kayden (The Coincidence, #1)",Jessica Sorensen,2012,Young Adult, Contemporary Romance,399,4.17,114624,,
"The Countess Conspiracy (Brothers Sinister, #3)",Courtney Milan,2013,Adult, Historical Romance,318,3.92,11711,,
"The Crown (The Selection, #5)",Kiera Cass,2016,Young Adult, Fantasy,370,3.65,223841,,
"The Cruel Prince (The Folk of the Air, #1)",Holly Black,2018,Adult, Contemporary Romance,304,4.09,721361,TRUE,
"The Dare (Briar U, #4)",Elle Kennedy,2020,Adult, Paranormal Romance,360,3.8,50684,,
"The Dark Highlander (Highlander, #5)",Karen Marie Moning,2002,Young Adult, Dystopian,488,4.27,36922,,
"The Darkest Kiss (Lords of the Underworld, #2)",Gena Showalter,2008,Adult, Paranormal Romance,368,4.24,54250,,
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,2012,Adult, Fantasy Romance,544,4.16,176313,,
"The Darkest Night (Lords of the Underworld, #1)",Gena Showalter,2008,Adult, Contemporary Romance,352,4.05,82413,,
"The Darkest Temptation (Made, #3)",Danielle Lori,2020,Adult, Historical Romance,400,4.12,65357,,
"The Dating Plan (Marriage Game, #2)",Sara Desai,2021,Adult, Contemporary Romance,400,3.66,34929,,
"The Day of the Duchess (Scandal & Scoundrel, #3)",Sarah MacLean,2017,Adult, Contemporary Romance,220,3.92,14031,,
The Dead Romantics (Paperback),Ashley Poston,2022,Adult, Contemporary Romance,384,4.1,27054,TRUE,
"The Deal (Off-Campus, #1)",Elle Kennedy,2015,Young Adult, Contemporary Romance,312,4.27,431337,,
"The Distance Between Us (Old Town Shops, #1)",Kasie West,2013,Adult, Historical Romance,389,3.92,75238,,
"The Dream Thieves (The Raven Cycle, #2)",Maggie Stiefvater,2013,Adult, Historical Romance,259,4.22,182623,,
"The Duchess Deal (Girl Meets Duke, #1)",Tessa Dare,2017,Young Adult, Contemporary Romance,336,4,48340,,
"The Duchess War (Brothers Sinister, #1)",Courtney Milan,2012,Adult, Contemporary Romance,324,3.82,26223,,
"The DUFF: Designated Ugly Fat Friend (Hamilton High, #1)",Kody Keplinger,2010,Adult, Contemporary Romance,416,3.81,190279,,
"The Duke and I (Bridgertons, #1)",Julia Quinn,2000,Adult, Contemporary Romance,372,3.82,356433,TRUE,
"The Duke and I (Bridgertons, #1)",Julia Quinn,2000,Adult, Contemporary Romance,324,3.82,356433,,
"The Duke Who Didn't (Wedgeford Trials, #1)",Courtney Milan,2020,Adult, Contemporary Romance,352,3.92,4475,,
"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski,2012,Young Adult, Contemporary Romance,507,4.22,146564,,
"The Elite (The Selection, #2)",Kiera Cass,2013,Adult, Contemporary Romance,336,3.97,645722,,
"The Ex Hex (The Ex Hex, #1)",Erin Sterling,2021,Adult, Historical Romance,464,3.55,93853,TRUE,
The Ex Talk (Kindle Edition),Rachel Lynn Solomon,2021,Adult, Contemporary Romance,352,3.76,57761,,
The Falling in Love Montage (Hardcover),Ciara Smyth,2020,Adult, Contemporary Romance,386,3.89,18347,,
The Fastest Way to Fall (Paperback),Denise  Williams,2021,Adult, Contemporary Romance,352,4.07,13463,,
The Fault in Our Stars (Hardcover),John Green,2012,Adult, Romance,584,4.16,4501032,TRUE,
"The Fiery Cross (Outlander, #5)",Diana Gabaldon,2001,Adult, Historical Romance,362,4.24,195915,,
The Fill-In Boyfriend (Paperback),Kasie West,2015,Adult, Romance,384,3.9,61519,,
"The Fine Print (Dreamland Billionaires, #1)",Lauren Asher,2021,Adult, Contemporary Romance,320,4.01,118844,,
"The Flatshare (The Flatshare, #1)",Beth O'Leary,2019,Adult, Contemporary Romance,406,4.04,276885,,
"The Friend Zone (Game On, #2)",Kristen Callihan,2015,Adult, Contemporary Romance,476,4.15,40224,,
"The Friend Zone (The Friend Zone, #1)",Abby Jimenez,2019,Adult, Romance,382,3.9,88892,,
"The Gamble (Colorado Mountain, #1)",Kristen Ashley,2011,Adult, Romance,656,4.26,57504,,
"The Game Plan (Game On, #3)",Kristen Callihan,2015,Adult, Contemporary Romance,319,4.1,29269,,
"The Gentleman's Guide to Vice and Virtue (Montague Siblings, #1)",Mackenzi Lee,2017,Young Adult, Historical Fiction,513,4.05,124688,,
The Geography of You and Me (Hardcover),Jennifer E. Smith,2014,Young Adult, Contemporary Romance,337,3.65,33598,,
The Girl He Used to Know (Hardcover),Tracey Garvis Graves,2019,Adult, Contemporary Romance,304,3.96,42169,,
"The Girl with the Make-Believe Husband (Rokesbys, #2)",Julia Quinn,2017,Adult, Historical Romance,376,3.94,31086,,
The Girl You Left Behind (Paperback),Jojo Moyes,2012,Adult, Romance,384,4.01,153951,,
"The Goal (Off-Campus, #4)",Elle Kennedy,2016,Adult, Contemporary Romance,342,3.98,132250,,
"The Golden Lily (Bloodlines, #2)",Richelle Mead,2012,Young Adult, Paranormal Romance,418,4.31,115487,,
"The Governess Affair (Brothers Sinister, #0.5)",Courtney Milan,2012,Adult, Historical Romance,99,3.85,17261,,
"The Governess Game (Girl Meets Duke, #2)",Tessa Dare,2018,Adult, Historical Romance,384,3.91,27195,,
The Grand Sophy (Paperback),Georgette Heyer,1950,Adult, Romance,389,4.15,30755,,
The Great Gatsby (Paperback),F. Scott Fitzgerald,1925,Adult, Classic Literature,180,3.93,4594799,TRUE,
The Guardian (Paperback),Nicholas Sparks,2003,Adult, Romance,384,4.16,172815,,
The Guernsey Literary and Potato Peel Pie Society (Paperback),Mary Ann Shaffer,2008,Adult, Contemporary Romance,401,4.18,698006,TRUE,
"The Happy Ever After Playlist (The Friend Zone, #2)",Abby Jimenez,2020,Adult, Contemporary Romance,384,4.17,68882,TRUE,
The Hating Game (Paperback),Sally  Thorne,2016,Young Adult, Fantasy,470,3.98,537504,TRUE,
"The Heart of Betrayal (The Remnant Chronicles, #2)",Mary E. Pearson,2015,Adult, Romance,337,4.22,63608,,
"The Heart Principle (The Kiss Quotient, #3)",Helen Hoang,2021,Young Adult, Fantasy,470,4.01,82190,,
"The Heir (The Selection, #4)",Kiera Cass,2015,Young Adult, Contemporary Romance,352,3.67,300177,,
"The Heiress Effect (Brothers Sinister, #2)",Courtney Milan,2013,Adult, Romance,392,3.91,14403,,
The Henna Wars (Hardcover),Adiba Jaigirdar,2020,Young Adult, Contemporary Romance,400,4,20281,,
"The Highlander's Touch (Highlander, #3)",Karen Marie Moning,2000,Adult, Contemporary Romance,416,4.13,31955,,
"The Highwayman (Victorian Rebels, #1)",Kerrigan Byrne,2015,Adult, Romance,400,4.11,15072,,
The Holiday Swap (Kindle Edition),Maggie Knox,2021,Adult, Paranormal Romance,363,3.61,36104,,
"The Hollow (Sign of Seven, #2)",Nora Roberts,2008,Adult, Contemporary Romance,336,4.14,31799,,
The Honey-Don't List (Paperback),Christina Lauren,2020,Adult, Fantasy Romance,320,3.52,51909,,
"The Hook Up (Game On, #1)",Kristen Callihan,2014,Young Adult, Dystopian,374,3.97,53050,,
"The Hooker and the Hermit (Rugby, #1)",L.H. Cosway,2015,Adult, Paranormal Romance,387,3.91,26872,,
"The Host (The Host, #1)",Stephenie Meyer,2008,Young Adult, Mystery,384,3.85,963467,,
The House in the Cerulean Sea (Kindle Edition),T.J. Klune,2020,Adult, Contemporary Romance,368,4.45,358972,,
"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,2008,Adult, Paranormal Romance,360,4.32,7591926,TRUE,176
"The Immortal Highlander (Highlander, #6)",Karen Marie Moning,2004,Adult, Contemporary Romance,392,4.3,35973,,
"The Indigo Spell (Bloodlines, #3)",Richelle Mead,2013,Adult, Contemporary Romance,430,4.36,99921,,
"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,2020,Adult, Fantasy,576,4.23,266372,,
"The Intimacy Experiment (The Shameless Series, #2)",Rosie Danan,2021,Adult, Contemporary Fiction, 336 pages,3.71,15730,,
The Invisible Life of Addie LaRue (Hardcover),V.E. Schwab,2020,Adult, Fantasy, 448 pages,4.22,686794,TRUE,
"The Iron Daughter (The Iron Fey, #2)",Julie Kagawa,2010,Young Adult, Fantasy, 359 pages,4.08,124451,,
"The Iron Duke (Iron Seas, #1)",Meljean Brook,2010,Adult, Urban Fantasy, 378 pages,3.84,16737,,
"The Iron King (The Iron Fey, #1)",Julie Kagawa,2010,Adult, Urban Fantasy, 386 pages,3.88,207758,,
"The Iron Queen (The Iron Fey, #3)",Julie Kagawa,2011,Adult, Paranormal Romance, 662 pages,4.2,104266,,
"The King (Black Dagger Brotherhood, #12)",J.R. Ward,2014,Adult, Fantasy, 288 pages,4.36,52334,,
"The Kiss of Deception (The Remnant Chronicles, #1)",Mary E. Pearson,2014,Adult, Romance, 336 pages,3.96,116655,,
The Kiss Quotient (Kindle Edition),Helen Hoang,2018,Adult, Romance, 333 pages,3.94,331121,TRUE,
The Kiss Thief (Paperback),L.J. Shen,2019,Adult, Romance, 347 pages,3.94,76731,,
"The Lady's Guide to Celestial Mechanics (Feminine Pursuits, #1)",Olivia Waite,2019,Adult, Historical Fiction, 336 pages,4.04,9945,,
"The Last Boyfriend (Inn BoonsBoro Trilogy, #2)",Nora Roberts,2012,Adult, Contemporary Romance, 368 pages,4.08,46691,,
The Last Letter from Your Lover (Paperback),Jojo Moyes,2008,Adult, Contemporary Romance, 433 pages,3.99,109017,,
The Last Song (Hardcover),Nicholas Sparks,2008,Adult, Contemporary Romance, 390 pages,4.15,536546,,
"The Legacy (Off-Campus, #5)",Elle Kennedy,2021,Adult, Contemporary Romance, 324 pages,3.76,51832,,
The Light We Lost (Hardcover),Jill Santopolo,2017,Adult, Contemporary Romance, 336 pages,3.87,131246,TRUE,
The Longest Ride (Hardcover),Nicholas Sparks,2012,Adult, Contemporary Romance, 369 pages,4.16,127530,,
"The Lost Duke of Wyndham (Two Dukes of Wyndham, #1)",Julia Quinn,2008,Adult, Contemporary Romance, 340 pages,3.74,22186,,
The Love Hypothesis (Paperback),Ali Hazelwood,2021,Adult, Contemporary Romance, 352 pages,4.29,724017,TRUE,
The Love Hypothesis (Paperback),Ali Hazelwood,2021,Adult, Contemporary Romance, 320 pages,4.29,724017,,
The Lover's Dictionary (Hardcover),David Levithan,2011,Adult, Contemporary Romance, 436 pages,3.88,44871,,
The Lucky One (Hardcover),Nicholas Sparks,2007,Adult, Historical Fiction, 433 pages,4.12,347631,,
"The Luxe (Luxe, #1)",Anna Godbersen,2007,Adult, Paranormal Romance, 320 pages,3.64,71900,,
"The Maddest Obsession (Made, #2)",Danielle Lori,2019,Adult, Romance, 384 pages,4.31,85902,,
"The Madness of Lord Ian Mackenzie (Mackenzies & McBrides, #1)",Jennifer Ashley,2009,Adult, Contemporary Romance, 384 pages,4.05,35753,,
"The Magpie Lord (A Charm of Magpies, #1)",K.J. Charles,2013,Adult, Contemporary Romance, 368 pages,4.06,17123,,
"The Marriage Bargain (Marriage to a Billionaire, #1)",Jennifer Probst,2010,Adult, Contemporary Romance, 384 pages,3.8,109486,,
The Marriage Game (Paperback),Sara Desai,2020,Adult, Contemporary Romance, 310 pages,3.53,14635,,
"The Mighty Storm (The Storm, #1)",Samantha Towle,2012,Adult, Contemporary Romance, 280 pages,4.16,72206,,
"The Mistake (Off-Campus, #2)",Elle Kennedy,2015,Adult, Contemporary Romance, 270 pages,4.05,225576,,
"The Next Always (Inn BoonsBoro Trilogy, #1)",Nora Roberts,2011,Adult, Contemporary Romance, 290 pages,4.12,79935,,
The Night Circus (Hardcover),Erin Morgenstern,2011,Adult, Contemporary Romance, 434 pages,4.03,849454,TRUE,
The No-Show (Paperback),Beth O'Leary,2022,Adult, Paranormal Romance, 434 pages,3.9,35240,TRUE,
"The Notebook (The Notebook, #1)",Nicholas Sparks,1996,Adult, Paranormal Romance, 325 pages,4.13,1537458,,
The Obsession (Hardcover),Nora Roberts,2016,Adult, Contemporary Romance, 385 pages,4.21,71821,,
"The One (The Selection, #3)",Kiera Cass,2014,Adult, Paranormal Romance, 368 pages,4.17,574496,,
"The Opportunist (Love Me with Lies, #1)",Tarryn Fisher,2011,Adult, Contemporary Romance, 352 pages,4.2,51392,,
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,2001,Adult, Historical Fiction, 527 pages,4.07,482030,,
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,2001,Adult, Contemporary Romance, 289 pages,4.07,482030,,
"The Other Miss Bridgerton (Rokesbys, #3)",Julia Quinn,2018,Adult, Contemporary Romance, 276 pages,4.02,27367,,
"The Pagan Stone (Sign of Seven, #3)",Nora Roberts,2008,Adult, Paranormal Romance, 324 pages,4.17,30352,,
"The Perfect Hope (Inn Boonsboro Trilogy, #3)",Nora Roberts,2012,Adult, Romance, 352 pages,4.17,43739,,
"The Perfect Play (Play by Play, #1)",Jaci Burton,2011,Adult, Romance, 320 pages,3.9,38713,,
The Phantom of the Opera (Paperback),Gaston Leroux,1909,Adult, Gothic, 328 pages,3.96,220745,,
"The Play (Briar U, #3)",Elle Kennedy,2019,Young Adult, Contemporary Romance, 400 pages,4.07,59152,,
The Price of Salt (Paperback),Patricia Highsmith,1952,Adult, Romance, 288 pages,4,58301,,
"The Prince (The Selection, #0.5)",Kiera Cass,2013,Young Adult, Fantasy, 208 pages,3.91,76240,,
The Prince and the Dressmaker (Paperback),Jen Wang,2018,Young Adult, Graphic Novel, 288 pages,4.37,87981,,
The Princess Bride (Paperback),William Goldman,1973,Adult, Fantasy, 512 pages,4.26,852415,,
"The Princess Diaries (The Princess Diaries, #1)",Meg Cabot,2000,Young Adult, Contemporary Fiction, 283 pages,3.8,247084,,
The Princess Trap (Paperback),Talia Hibbert,2018,Adult, Romance, 294 pages,3.76,9367,,
The Prize (Mass Market Paperback),Julie Garwood,1991,Young Adult, Contemporary Romance, 474 pages,4.22,29102,,
The Problem with Forever (Hardcover),Jennifer L. Armentrout,2016,Adult, Historical Romance, 422 pages,4,52500,,
"The Proposal (The Survivors' Club, #1)",Mary Balogh,2012,Adult, Romance, 354 pages,3.82,11343,,
"The Proposal (The Wedding Date, #2)",Jane Austen,2018,Adult, Romance, 336 pages,3.49,100627,,
"The Proposition (The Proposition, #1)",Katie Ashley,2012,Young Adult, Fantasy, 308 pages,4.02,50566,,
"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,2019,Adult, Romance, 416 pages,4.37,396096,,
The Queer Principles of Kit Webb (London Highwaymen #1),Cat Sebastian,2021,Young Adult, Fantasy, 409 pages,3.93,5949,,
"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,2012,Young Adult, Fantasy, 448 pages,4.05,332644,TRUE,
"The Raven King (The Raven Cycle, #4)",Maggie Stiefvater,2016,Adult, Romance, 352 pages,4.25,129859,,
"The Raven Prince (Princes Trilogy, #1)",Elizabeth Hoyt,2006,Adult, Romance, 384 pages,3.95,22313,,
The Rescue (Paperback),Nicholas Sparks,2000,Adult, Romance, 336 pages,4.12,190495,,
"The Right Swipe (Modern Love, #1)",Alisha Rai,2019,Adult, Contemporary Romance, 464 pages,3.65,21234,TRUE,
"The Risk (Briar U, #2)",Elle Kennedy,2019,Adult, Contemporary Romance, 304 pages,4.28,87793,,
"The Risk (Mindf*ck, #1)",S.T. Abby,2016,Adult, Contemporary Romance, 400 pages,4.29,73865,,
"The Road Trip (The Road Trip, #1)",Beth O'Leary,2021,Adult, Contemporary Romance, 400 pages,3.61,63228,,
"The Rogue Not Taken (Scandal & Scoundrel, #1)",Sarah MacLean,2015,Adult, Romance, 366 pages,3.95,21806,,
"The Roommate (The Shameless Series, #1)",Rosie Danan,2020,Adult, Contemporary Romance, 384 pages,3.65,76613,TRUE,
"The Rose & the Dagger (The Wrath and the Dawn, #2)",Renée Ahdieh,2016,Adult, Fantasy, 409 pages,4.06,85841,,
"The Rosie Effect (Don Tillman, #2)",Graeme Simsion,2014,Adult, Contemporary Romance, 448 pages,3.62,123820,,
"The Rosie Project (Don Tillman, #1)",Graeme Simsion,2013,Adult, Mystery, 496 pages,4.02,516559,TRUE,
The Roughest Draft (Paperback),Emily Wibberley,2022,Adult, Contemporary Romance, 405 pages,3.67,26355,TRUE,
"The Royal We (Royal We, #1)",Heather Cocks,2015,Adult, Romance, 412 pages,3.81,61552,TRUE,
"The Score (Off-Campus, #3)",Elle Kennedy,2016,Adult, Romance, 416 pages,4.21,195637,,
The Scorpio Races (Hardcover),Maggie Stiefvater,2011,Adult, Romance, 400 pages,4.08,105997,,
The Sea of Tranquility (Kindle Edition),Katja Millay,2012,Adult, Romance, 369 pages,4.3,83835,,
The Search (Hardcover),Nora Roberts,2010,Adult, Romantic Suspense, 484 pages,4.16,55185,,
"The Secret (Highlands' Lairds, #1)",Julie Garwood,1992,Adult, Historical Fiction, 438 pages,4.25,49646,,
"The Secret Diaries of Miss Miranda Cheever (Bevelstoke, #1)",Julia Quinn,2007,Adult, Historical Fiction, 370 pages,3.89,40314,,
"The Secret History of the Pink Carnation (Pink Carnation, #1)",Lauren Willig,2004,Adult, Historical Fiction, 400 pages,3.69,22581,,
"The Secret of Ella and Micha (The Secret, #1)",Jessica Sorensen,2012,Young Adult, Contemporary Romance, 321 pages,3.99,70471,,
"The Secrets of Sir Richard Kenworthy (Smythe-Smith Quartet, #4)",Julia Quinn,2015,Adult, Historical Romance, 384 pages,3.66,18785,,
The Seven Husbands of Evelyn Hugo (Hardcover),Taylor Jenkins Reid,2017,Adult, Historical Fiction, 391 pages,4.47,1520986,TRUE,
"The Shadows Between Us (The Shadows Between Us, #1)",Tricia Levenseller,2020,Young Adult, Fantasy, 336 pages,3.89,128699,,
The Silver Linings Playbook (Paperback),Matthew Quick,2008,Adult, Contemporary Fiction, 289 pages,3.98,154784,,
"The Simple Wild (Wild, #1)",Becky Albertalli,2018,Adult, Contemporary Romance, 400 pages,4.33,72371,,
The Siren (Paperback),Kiera Cass,2009,Young Adult, Fantasy, 342 pages,3.72,76367,,
"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,2001,Young Adult, Contemporary Fiction, 294 pages,3.82,672829,TRUE,
The Sky Is Everywhere (Hardcover),Jandy Nelson,2010,Adult, Historical Romance, 247 pages,3.97,102011,TRUE,
